rsn,eqid,ssn,eqX,eqY,staX,staY,zoneUTM,dc_0_mean,Lc_ca_mean,dc_0_med,Lc_ca_med,dc_0_unc,Lc_ca_unc
12,25,4,264.330530090726,3842.899620060988,143.10717359488643,3838.030342010029,54.0,0.07606030902430613,-1.481605761557046,0.07553729096575637,-1.4799477443980777,0.01594617448351716,0.32935656707091876
13,21,5,103.34699834515416,4117.964937310308,139.77999744006962,3872.595402570746,54.0,0.07606030902430613,-2.313480573813431,0.07553729096575637,-2.3100538048724215,0.01594617448351716,0.652275697910545
14,18,5,97.03457460542091,3675.453369364249,139.77999744006962,3872.595402570746,54.0,0.07606030902430613,-1.691457649815821,0.07553729096575637,-1.6994093537762167,0.01594617448351716,0.6218413011568577
15,18,6,81.55980152094574,3678.88477611573,123.08297592290974,3868.4555154718055,54.0,0.07606030902430613,-1.5756968362230017,0.07553729096575637,-1.5722684487050518,0.01594617448351716,0.6068266184455469
16,25,6,264.330530090726,3842.899620060988,123.08297592290974,3868.4555154718055,54.0,0.07606030902430613,-1.7005044615418456,0.07553729096575637,-1.7001435840760584,0.01594617448351716,0.3664824381339187
17,21,6,103.34699834515416,4117.964937310308,123.08297592290974,3868.4555154718055,54.0,0.07606030902430613,-2.4373352887664734,0.07553729096575637,-2.4328213960333334,0.01594617448351716,0.6852875083227319
18,38,7,292.2609771757026,3909.816818957042,137.03362976716522,3837.5668472098328,54.0,0.07606030902430613,-1.6852887276833046,0.07553729096575637,-1.6885718592693193,0.01594617448351716,0.39237829003938246
19,25,7,264.330530090726,3842.899620060988,137.03362976716522,3837.5668472098328,54.0,0.07606030902430613,-1.5352306534928262,0.07553729096575637,-1.5338322986285682,0.01594617448351716,0.3478753867021505
20,18,7,101.67141511603498,3674.484805454924,137.03362976716522,3837.5668472098328,54.0,0.07606030902430613,-1.3509552552003115,0.07553729096575637,-1.3579727149400163,0.01594617448351716,0.5281470820606274
21,38,8,292.2609771757026,3909.816818957042,172.65571807246388,3903.30306557218,54.0,0.07606030902430613,-1.3755132782481159,0.07553729096575637,-1.3774858413264517,0.01594617448351716,0.24757986931120424
22,25,8,264.330530090726,3842.899620060988,172.65571807246388,3903.30306557218,54.0,0.07606030902430613,-1.0959010524750044,0.07553729096575637,-1.0976127776049527,0.01594617448351716,0.2549346142506292
23,18,8,122.91219023912598,3669.973659608032,172.65571807246388,3903.30306557218,54.0,0.07606030902430613,-1.944753477888006,0.07553729096575637,-1.9313403619339675,0.01594617448351716,0.7003900543865064
24,18,9,119.10864313893713,3670.787988011353,161.89050717369193,3870.304886320098,54.0,0.07606030902430613,-1.645110912962291,0.07553729096575637,-1.6396063301967885,0.01594617448351716,0.6185489433757719
25,18,10,126.52937545907687,3669.1679992851136,169.18230311230798,3841.7481574939534,54.0,0.07606030902430613,-1.3487048260415553,0.07553729096575637,-1.337677612419795,0.01594617448351716,0.5253857401234411
26,53,10,275.4374088407163,3843.51011953928,169.18230311230798,3841.7481574939534,54.0,0.07606030902430613,-1.4041042314770378,0.07553729096575637,-1.4026098691880926,0.01594617448351716,0.28987441686656334
27,25,10,264.330530090726,3842.899620060988,169.18230311230798,3841.7481574939534,54.0,0.07606030902430613,-1.2398265855701944,0.07553729096575637,-1.2389651805418986,0.01594617448351716,0.2554405553349844
28,38,10,292.2609771757026,3909.816818957042,169.18230311230798,3841.7481574939534,54.0,0.07606030902430613,-1.4305818644706112,0.07553729096575637,-1.4325924185027616,0.01594617448351716,0.3067085854600797
29,38,11,292.2609771757026,3909.816818957042,191.90109938987828,3878.2746935665655,54.0,0.07606030902430613,-0.9874002538007465,0.07553729096575637,-0.9921559442856611,0.01594617448351716,0.2138494938987343
30,53,11,275.4374088407163,3843.51011953928,191.90109938987828,3878.2746935665655,54.0,0.07606030902430613,-0.997046873452178,0.07553729096575637,-0.9956190437260801,0.01594617448351716,0.2138969856418203
31,25,11,264.330530090726,3842.899620060988,191.90109938987828,3878.2746935665655,54.0,0.07606030902430613,-0.9439421178977397,0.07553729096575637,-0.9429454499423574,0.01594617448351716,0.19183815439295201
32,18,11,126.52937545907687,3669.1679992851136,191.90109938987828,3878.2746935665655,54.0,0.07606030902430613,-1.773639750258833,0.07553729096575637,-1.7656448411694246,0.01594617448351716,0.6275332202121512
33,25,12,264.330530090726,3842.899620060988,141.44423435963492,3914.1041134189504,54.0,0.07606030902430613,-1.4065290928256295,0.07553729096575637,-1.4071677503915303,0.01594617448351716,0.34131409626908993
34,38,13,292.2609771757026,3909.816818957042,143.62984271407734,3856.494018898308,54.0,0.07606030902430613,-1.5030144553493288,0.07553729096575637,-1.5084805152669791,0.01594617448351716,0.3502399539455403
35,53,13,275.4374088407163,3843.51011953928,143.62984271407734,3856.494018898308,54.0,0.07606030902430613,-1.6585854662078412,0.07553729096575637,-1.6580986416937582,0.01594617448351716,0.3469630599257439
36,25,13,264.330530090726,3842.899620060988,143.62984271407734,3856.494018898308,54.0,0.07606030902430613,-1.5005040933022389,0.07553729096575637,-1.5006185837576846,0.01594617448351716,0.31640994349854296
37,18,13,104.17458112864377,3673.9383146686832,143.62984271407734,3856.494018898308,54.0,0.07606030902430613,-1.5208305619475317,0.07553729096575637,-1.526914658353855,0.01594617448351716,0.5869979069551371
38,28,14,181.0656949265822,4007.0767963031503,140.03220610245066,3900.631536167624,54.0,0.07606030902430613,-1.069607804875333,0.07553729096575637,-1.0717060038079178,0.01594617448351716,0.26880892862352723
39,38,14,292.2609771757026,3909.816818957042,140.03220610245066,3900.631536167624,54.0,0.07606030902430613,-1.6372974581968642,0.07553729096575637,-1.640977277037623,0.01594617448351716,0.32927248004774023
40,18,14,91.38061998577184,3676.689171757528,140.03220610245066,3900.631536167624,54.0,0.07606030902430613,-1.924368558970605,0.07553729096575637,-1.930554408864939,0.01594617448351716,0.6987308066014012
41,21,15,103.34699834515416,4117.964937310308,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-2.0729925066995514,0.07553729096575637,-2.064310294068327,0.01594617448351716,0.5772286092848607
42,38,15,292.2609771757026,3909.816818957042,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-1.4268413804623623,0.07553729096575637,-1.4286028000465523,0.01594617448351716,0.26927131013371125
43,25,15,264.330530090726,3842.899620060988,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-1.1887445937615744,0.07553729096575637,-1.1872103070907256,0.01594617448351716,0.26589370282373453
44,53,15,275.4374088407163,3843.51011953928,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-1.2092362083125878,0.07553729096575637,-1.2078644959901024,0.01594617448351716,0.28513721576086976
45,18,15,118.27240388292726,3670.9317607653247,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-1.8803782631623802,0.07553729096575637,-1.8737923242542893,0.01594617448351716,0.6877483079054286
46,28,15,181.0656949265822,4007.0767963031503,166.13464768580218,3894.629348195649,54.0,0.07606030902430613,-1.1853488936389012,0.07553729096575637,-1.1852356334916567,0.01594617448351716,0.26638529127534
47,38,16,292.2609771757026,3909.816818957042,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-1.2543645093141513,0.07553729096575637,-1.2584270504458688,0.01594617448351716,0.2235223370901074
48,18,16,126.52937545907687,3669.1679992851136,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-1.881898767205033,0.07553729096575637,-1.871590720815667,0.01594617448351716,0.6662436875021164
49,21,16,103.34699834515416,4117.964937310308,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-1.9643611214356618,0.07553729096575637,-1.9572105402327333,0.01594617448351716,0.5622161564208943
50,28,16,181.0656949265822,4007.0767963031503,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-1.2567640460576563,0.07553729096575637,-1.2573687420915205,0.01594617448351716,0.2527559304694607
51,53,16,275.4374088407163,3843.51011953928,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-0.990097110452128,0.07553729096575637,-0.9914960101678312,0.01594617448351716,0.2400045029614223
52,25,16,264.330530090726,3842.899620060988,184.34237201585265,3895.6542281596544,54.0,0.07606030902430613,-0.9752094505978457,0.07553729096575637,-0.9764898735482028,0.01594617448351716,0.22154097454010221
53,38,17,292.2609771757026,3909.816818957042,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-1.099542810714307,0.07553729096575637,-1.1026442051044367,0.01594617448351716,0.1810153913358587
54,31,17,286.22286085268047,4096.016113555928,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-2.1222663834272035,0.07553729096575637,-2.113419668225389,0.01594617448351716,0.484940901542142
55,25,17,264.330530090726,3842.899620060988,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-0.7885018288845796,0.07553729096575637,-0.7907864306709068,0.01594617448351716,0.1858246469203727
56,53,17,275.4374088407163,3843.51011953928,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-0.8123042011175271,0.07553729096575637,-0.8140047225270653,0.01594617448351716,0.20274196598461136
57,22,17,282.91308227706304,4129.966613278081,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-2.2966136573784595,0.07553729096575637,-2.2874919536977942,0.01594617448351716,0.5469867766495292
58,28,17,181.0656949265822,4007.0767963031503,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-1.2793144596487502,0.07553729096575637,-1.2787839989239016,0.01594617448351716,0.24818577602908795
59,21,17,103.34699834515416,4117.964937310308,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-1.9923752087384303,0.07553729096575637,-1.9841591446454385,0.01594617448351716,0.5494061687691522
60,18,17,126.52937545907687,3669.1679992851136,201.93033620389085,3898.3572697427626,54.0,0.07606030902430613,-2.0091704579355762,0.07553729096575637,-2.000777686672255,0.01594617448351716,0.6808684276565579
61,38,18,292.2609771757026,3909.816818957042,156.44613989927444,3875.4647167104135,54.0,0.07606030902430613,-1.3161283881522086,0.07553729096575637,-1.3182880560576038,0.01594617448351716,0.30306738690111285
62,25,18,264.330530090726,3842.899620060988,156.44613989927444,3875.4647167104135,54.0,0.07606030902430613,-1.3216005540168136,0.07553729096575637,-1.321157862946978,0.01594617448351716,0.27838435569303405
63,18,18,112.80152619571466,3672.147380358592,156.44613989927444,3875.4647167104135,54.0,0.07606030902430613,-1.709226166633496,0.07553729096575637,-1.7126828631156599,0.01594617448351716,0.6442282163731712
64,53,18,275.4374088407163,3843.51011953928,156.44613989927444,3875.4647167104135,54.0,0.07606030902430613,-1.403070887897256,0.07553729096575637,-1.4017478680243345,0.01594617448351716,0.3060936602366156
65,21,18,103.34699834515416,4117.964937310308,156.44613989927444,3875.4647167104135,54.0,0.07606030902430613,-2.294484848913427,0.07553729096575637,-2.2858932431897294,0.01594617448351716,0.6376514526057213
66,38,19,292.2609771757026,3909.816818957042,172.2658209063685,3873.515622530464,54.0,0.07606030902430613,-1.1743376568428798,0.07553729096575637,-1.1793933194000763,0.01594617448351716,0.26319037387825334
67,53,19,275.4374088407163,3843.51011953928,172.2658209063685,3873.515622530464,54.0,0.07606030902430613,-1.2337552553380595,0.07553729096575637,-1.2322782732920892,0.01594617448351716,0.2617268467632471
68,18,19,126.52937545907687,3669.1679992851136,172.2658209063685,3873.515622530464,54.0,0.07606030902430613,-1.6665979789163101,0.07553729096575637,-1.654183485064388,0.01594617448351716,0.613233779037882
69,25,19,264.330530090726,3842.899620060988,172.2658209063685,3873.515622530464,54.0,0.07606030902430613,-1.1546347846836276,0.07553729096575637,-1.1539186828691494,0.01594617448351716,0.2348065270875953
70,18,20,126.52937545907687,3669.1679992851136,179.01893925451702,3867.320308590613,54.0,0.07606030902430613,-1.6149197844884358,0.07553729096575637,-1.604554994995385,0.01594617448351716,0.5943227768790802
71,38,20,292.2609771757026,3909.816818957042,179.01893925451702,3867.320308590613,54.0,0.07606030902430613,-1.1419919264719294,0.07553729096575637,-1.1469482796814654,0.01594617448351716,0.25144852451017796
72,25,20,264.330530090726,3842.899620060988,179.01893925451702,3867.320308590613,54.0,0.07606030902430613,-1.0931633319226448,0.07553729096575637,-1.0924456101110265,0.01594617448351716,0.21544784307872553
73,53,20,275.4374088407163,3843.51011953928,179.01893925451702,3867.320308590613,54.0,0.07606030902430613,-1.1874710304182856,0.07553729096575637,-1.1858611153271772,0.01594617448351716,0.24499288482821263
74,25,21,264.330530090726,3842.899620060988,128.10338903664118,3851.740618485764,54.0,0.07606030902430613,-1.6232854339932512,0.07553729096575637,-1.6209687479443795,0.01594617448351716,0.3656781184227609
75,38,21,292.2609771757026,3909.816818957042,128.10338903664118,3851.740618485764,54.0,0.07606030902430613,-1.649318940803824,0.07553729096575637,-1.6541906797271755,0.01594617448351716,0.39267165413171606
76,18,21,90.08282576534675,3676.9660011790647,128.10338903664118,3851.740618485764,54.0,0.07606030902430613,-1.460732592726933,0.07553729096575637,-1.4623639533029849,0.01594617448351716,0.5594842651992274
77,53,22,275.4374088407163,3843.51011953928,174.16005358193937,3855.0147189033455,54.0,0.07606030902430613,-1.3667501749983573,0.07553729096575637,-1.3658070621905174,0.01594617448351716,0.2626875044936597
78,25,22,264.330530090726,3842.899620060988,174.16005358193937,3855.0147189033455,54.0,0.07606030902430613,-1.2042984136735955,0.07553729096575637,-1.203970944487846,0.01594617448351716,0.2310152425492207
79,38,22,292.2609771757026,3909.816818957042,174.16005358193937,3855.0147189033455,54.0,0.07606030902430613,-1.298569316895586,0.07553729096575637,-1.3018116744004589,0.01594617448351716,0.27537804660436555
80,18,22,126.52937545907687,3669.1679992851136,174.16005358193937,3855.0147189033455,54.0,0.07606030902430613,-1.4839187348122718,0.07553729096575637,-1.4731005296868565,0.01594617448351716,0.5637838805405226
81,30,23,625.9985091941669,4344.425799606012,478.15084649167727,4464.183681943689,54.0,0.07606030902430613,-1.6853612256042485,0.07553729096575637,-1.6797933731832697,0.01594617448351716,0.37823935748111986
82,32,23,334.71484028241383,4482.861045979598,478.15084649167727,4464.183681943689,54.0,0.07606030902430613,-1.1354034688908312,0.07553729096575637,-1.1342666249053845,0.01594617448351716,0.39116198367840516
83,23,23,492.6610906216525,4339.6404706179,478.15084649167727,4464.183681943689,54.0,0.07606030902430613,-1.6536715505688435,0.07553729096575637,-1.6501972261400628,0.01594617448351716,0.26034778945806336
84,30,24,625.9985091941669,4344.425799606012,463.0904010410905,4457.560365448071,54.0,0.07606030902430613,-1.8145470494860265,0.07553729096575637,-1.8118369487148414,0.01594617448351716,0.40714216698340283
85,23,24,492.6610906216525,4339.6404706179,463.0904010410905,4457.560365448071,54.0,0.07606030902430613,-1.5087292106323147,0.07553729096575637,-1.5070041501175702,0.01594617448351716,0.26088418420192117
86,56,24,677.3923123197425,4458.591690875839,463.0904010410905,4457.560365448071,54.0,0.07606030902430613,-2.2652123586459654,0.07553729096575637,-2.2659694670876886,0.01594617448351716,0.5065159544675867
87,32,24,334.71484028241383,4482.861045979598,463.0904010410905,4457.560365448071,54.0,0.07606030902430613,-1.0153817450985378,0.07553729096575637,-1.0148300100797316,0.01594617448351716,0.36003096068498264
88,23,25,492.6610906216525,4339.6404706179,437.3541612908576,4458.895894433887,54.0,0.07606030902430613,-1.4482794091171538,0.07553729096575637,-1.4491953817027066,0.01594617448351716,0.2898888823858472
89,7,25,477.9085898257795,4404.037580305916,437.3541612908576,4458.895894433887,54.0,0.07606030902430613,-0.8391782158627581,0.07553729096575637,-0.8411692540370357,0.01594617448351716,0.1756777112216671
90,30,25,625.9985091941669,4344.425799606012,437.3541612908576,4458.895894433887,54.0,0.07606030902430613,-2.1942201163016097,0.07553729096575637,-2.1956418030185567,0.01594617448351716,0.47198717689370057
91,32,25,334.71484028241383,4482.861045979598,437.3541612908576,4458.895894433887,54.0,0.07606030902430613,-0.8085424495530844,0.07553729096575637,-0.8091072519835243,0.01594617448351716,0.2954983998932065
92,32,26,334.71484028241383,4482.861045979598,413.6573433925362,4471.4083781216295,54.0,0.07606030902430613,-0.6037410687452432,0.07553729096575637,-0.605186969456358,0.01594617448351716,0.2255643678880302
93,23,26,492.6610906216525,4339.6404706179,413.6573433925362,4471.4083781216295,54.0,0.07606030902430613,-1.5695376529977607,0.07553729096575637,-1.5714663396639372,0.01594617448351716,0.35415164478453237
94,8,27,404.480912881415,4338.111065579622,420.6163417766562,4415.183917581038,54.0,0.07606030902430613,-0.8028285968365286,0.07553729096575637,-0.8038508890501738,0.01594617448351716,0.2237654182266716
95,30,27,625.9985091941669,4344.425799606012,420.6163417766562,4415.183917581038,54.0,0.07606030902430613,-2.236872306780909,0.07553729096575637,-2.235239599268016,0.01594617448351716,0.4279824575893149
96,32,27,334.71484028241383,4482.861045979598,420.6163417766562,4415.183917581038,54.0,0.07606030902430613,-0.8618116208348563,0.07553729096575637,-0.8589027781252223,0.01594617448351716,0.3092317807134646
97,23,27,492.6610906216525,4339.6404706179,420.6163417766562,4415.183917581038,54.0,0.07606030902430613,-1.1483890708974953,0.07553729096575637,-1.1448635210023363,0.01594617448351716,0.22575956590410157
98,7,27,477.9085898257795,4404.037580305916,420.6163417766562,4415.183917581038,54.0,0.07606030902430613,-0.7836445530519672,0.07553729096575637,-0.7848932618214255,0.01594617448351716,0.1436781339170062
99,23,28,492.6610906216525,4339.6404706179,401.3841185749654,4415.951924993758,54.0,0.07606030902430613,-1.3288251186112117,0.07553729096575637,-1.3222562559709619,0.01594617448351716,0.27476807342125176
100,32,28,334.71484028241383,4482.861045979598,401.3841185749654,4415.951924993758,54.0,0.07606030902430613,-0.792346801417088,0.07553729096575637,-0.7903413746286286,0.01594617448351716,0.27727581645949007
101,8,28,404.480912881415,4338.111065579622,401.3841185749654,4415.951924993758,54.0,0.07606030902430613,-0.795559256947683,0.07553729096575637,-0.7965029015475452,0.01594617448351716,0.22157555715173075
102,30,28,625.9985091941669,4344.425799606012,401.3841185749654,4415.951924993758,54.0,0.07606030902430613,-2.3362915598239566,0.07553729096575637,-2.3323592455056255,0.01594617448351716,0.4748043572434184
103,24,29,476.8845411410292,4318.364085281663,422.8827476086131,4397.34517396153,54.0,0.07606030902430613,-1.129723150275407,0.07553729096575637,-1.1257292908593577,0.01594617448351716,0.22245572530898355
104,32,29,334.71484028241383,4482.861045979598,422.8827476086131,4397.34517396153,54.0,0.07606030902430613,-1.0907540887563025,0.07553729096575637,-1.0865664509904711,0.01594617448351716,0.35582826650463695
105,23,29,492.6610906216525,4339.6404706179,422.8827476086131,4397.34517396153,54.0,0.07606030902430613,-1.0182746661499757,0.07553729096575637,-1.0137572278569595,0.01594617448351716,0.19407956535240553
106,8,29,404.480912881415,4338.111065579622,422.8827476086131,4397.34517396153,54.0,0.07606030902430613,-0.6223634701489074,0.07553729096575637,-0.6248314232938882,0.01594617448351716,0.17747165897960313
107,30,29,625.9985091941669,4344.425799606012,422.8827476086131,4397.34517396153,54.0,0.07606030902430613,-2.0419151221722656,0.07553729096575637,-2.036551114411688,0.01594617448351716,0.40212221027248746
108,30,30,625.9985091941669,4344.425799606012,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-1.816249847921004,0.07553729096575637,-1.8156376166602777,0.01594617448351716,0.32724424309050604
109,26,30,492.46916862384336,4319.554466150916,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-1.071884534479076,0.07553729096575637,-1.0706306564221792,0.01594617448351716,0.17345058584185913
110,8,30,404.480912881415,4338.111065579622,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-0.8897781238089844,0.07553729096575637,-0.8906193746088484,0.01594617448351716,0.23148183802806302
111,23,30,492.6610906216525,4339.6404706179,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-0.8042915352505327,0.07553729096575637,-0.8026572407181551,0.01594617448351716,0.13808009115892506
112,24,30,476.8845411410292,4318.364085281663,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-0.9796631519821521,0.07553729096575637,-0.9787580097055522,0.01594617448351716,0.17701973791358472
113,32,30,334.71484028241383,4482.861045979598,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-1.3114756323377237,0.07553729096575637,-1.3130187448245607,0.01594617448351716,0.4105668775949057
114,7,30,477.9085898257795,4404.037580305916,464.0768372445594,4407.064429668476,54.0,0.07606030902430613,-0.23298977168868865,0.07553729096575637,-0.23366441053598436,0.01594617448351716,0.035482259019732426
115,32,31,334.71484028241383,4482.861045979598,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-1.4902645771696486,0.07553729096575637,-1.4910381459531084,0.01594617448351716,0.4433239103496328
116,23,31,492.6610906216525,4339.6404706179,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-0.6692550416659508,0.07553729096575637,-0.6661526851376935,0.01594617448351716,0.10315631677145047
117,24,31,476.8845411410292,4318.364085281663,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-0.9583753266120685,0.07553729096575637,-0.9550581300583414,0.01594617448351716,0.13782463799582528
118,8,31,404.480912881415,4338.111065579622,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-0.7449974042104427,0.07553729096575637,-0.7464507330135889,0.01594617448351716,0.22188560297506782
119,30,31,625.9985091941669,4344.425799606012,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-1.5399013799809693,0.07553729096575637,-1.5373828182417366,0.01594617448351716,0.2877819974663903
120,7,31,477.9085898257795,4404.037580305916,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-0.16150982694056604,0.07553729096575637,-0.16120474549127267,0.01594617448351716,0.0231605381046679
121,33,31,633.1852302568241,4317.679688677003,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-1.712833000945447,0.07553729096575637,-1.7067492451091757,0.01594617448351716,0.3347565721828734
122,34,31,645.8872104090177,4370.307858894735,475.8317961471988,4394.399108234459,54.0,0.07606030902430613,-1.5808752297660797,0.07553729096575637,-1.5801933861182533,0.01594617448351716,0.32144806609438303
123,23,32,492.6610906216525,4339.6404706179,441.7352774844472,4384.348452276274,54.0,0.07606030902430613,-0.7506055940985157,0.07553729096575637,-0.7484037174312053,0.01594617448351716,0.13486711914535818
124,30,32,625.9985091941669,4344.425799606012,441.7352774844472,4384.348452276274,54.0,0.07606030902430613,-1.8235532476920797,0.07553729096575637,-1.8200579025667092,0.01594617448351716,0.34697037127333535
125,32,32,334.71484028241383,4482.861045979598,441.7352774844472,4384.348452276274,54.0,0.07606030902430613,-1.3285919569422115,0.07553729096575637,-1.3218785438104792,0.01594617448351716,0.4091156345770506
126,7,32,477.9085898257795,4404.037580305916,441.7352774844472,4384.348452276274,54.0,0.07606030902430613,-0.42364011788703265,0.07553729096575637,-0.423294555488833,0.01594617448351716,0.08913527364062694
127,8,32,404.480912881415,4338.111065579622,441.7352774844472,4384.348452276274,54.0,0.07606030902430613,-0.5603215212817931,0.07553729096575637,-0.5617901055557094,0.01594617448351716,0.16306686678548607
128,32,33,334.71484028241383,4482.861045979598,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-1.415033380759481,0.07553729096575637,-1.4108632744925145,0.01594617448351716,0.4338792834561159
129,30,33,625.9985091941669,4344.425799606012,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-1.6374907068190598,0.07553729096575637,-1.6347460380988625,0.01594617448351716,0.30512632955378044
130,24,33,476.8845411410292,4318.364085281663,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-0.749742038893018,0.07553729096575637,-0.7481369766296976,0.01594617448351716,0.12990883037415712
131,23,33,492.6610906216525,4339.6404706179,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-0.5785936973372457,0.07553729096575637,-0.577307763769585,0.01594617448351716,0.0984471008749033
132,8,33,404.480912881415,4338.111065579622,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-0.6065803298543351,0.07553729096575637,-0.6079010808708396,0.01594617448351716,0.18794782131804663
133,7,33,477.9085898257795,4404.037580305916,461.8257494002237,4382.902154782314,54.0,0.07606030902430613,-0.261424423013456,0.07553729096575637,-0.26185349526250834,0.01594617448351716,0.05429173340311523
134,32,34,334.71484028241383,4482.861045979598,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-1.7218940056774568,0.07553729096575637,-1.7152039443698168,0.01594617448351716,0.5114598817023782
135,44,34,472.0029937650396,4104.126300266757,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-2.59078237287663,0.07553729096575637,-2.590357143244532,0.01594617448351716,0.4621688380398774
136,26,34,492.46916862384336,4319.554466150916,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-0.629117473676329,0.07553729096575637,-0.6281702886917214,0.01594617448351716,0.08194419719743135
137,24,34,476.8845411410292,4318.364085281663,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-0.5071825430153064,0.07553729096575637,-0.5060843845832668,0.01594617448351716,0.07012077642830865
138,8,34,404.480912881415,4338.111065579622,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-0.5813125540261072,0.07553729096575637,-0.5814185243884368,0.01594617448351716,0.1429499239966618
139,23,34,489.8052239433386,4334.538828818666,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-0.47242785115001334,0.07553729096575637,-0.4720259237977872,0.01594617448351716,0.05987194146629671
140,7,34,477.9085898257795,4404.037580305916,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-0.5355635537365109,0.07553729096575637,-0.5348850966641892,0.01594617448351716,0.11097131492608708
141,30,34,625.9985091941669,4344.425799606012,462.3096820238882,4349.882377856321,54.0,0.07606030902430613,-1.8135144493011093,0.07553729096575637,-1.8095815152575405,0.01594617448351716,0.30394637007102376
